record_id,date,mine_name,state,district,mine_latitude,mine_longitude,target_rom_tonnes,actual_rom_tonnes,equipment_downtime_hours,blast_delay_minutes,rainfall_mm,target_basis,calibration_quality,data_status,shortfall_tonnes,shortfall_pct,shortfall_flag,rain_3d_mm,downtime_3d_hours,rain_7d_mm,downtime_7d_hours,soil_moisture_pct,soil_moisture_3d_avg,soil_moisture_7d_avg,soil_moisture_source
PROD-0001803,2021-03-08,Kandri,Maharashtra,Nagpur,21.4125,79.266667,167.25,142.81,2.03,51,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,24.44,14.613,1,0.0,3.98,4.05,5.78,8.24,9.09,7.98,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001804,2021-03-09,Kandri,Maharashtra,Nagpur,21.4125,79.266667,157.25,132.25,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,25.0,15.898,1,0.0,3.98,4.05,5.78,8.28,8.71,8.16,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001805,2021-03-10,Kandri,Maharashtra,Nagpur,21.4125,79.266667,180.86,148.65,0.99,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,32.21,17.809,1,0.0,3.02,4.05,6.77,8.26,8.26,8.69,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001806,2021-03-11,Kandri,Maharashtra,Nagpur,21.4125,79.266667,193.01,164.22,0.33,34,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,28.79,14.916,1,0.0,1.32,4.05,7.1,7.81,8.12,8.92,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001807,2021-03-12,Kandri,Maharashtra,Nagpur,21.4125,79.266667,149.37,130.68,0.1,0,6.63,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,18.69,12.513,1,6.63,1.42,6.63,5.4,13.5,9.86,9.3,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001808,2021-03-13,Kandri,Maharashtra,Nagpur,21.4125,79.266667,151.51,129.3,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,22.21,14.659,1,6.63,0.43,6.63,5.4,10.78,10.7,9.5,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001809,2021-03-14,Kandri,Maharashtra,Nagpur,21.4125,79.266667,173.01,149.83,0.0,30,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,23.18,13.398,1,6.63,0.1,6.63,3.45,12.5,12.26,9.91,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001810,2021-03-15,Kandri,Maharashtra,Nagpur,21.4125,79.266667,176.76,151.16,0.21,59,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,25.6,14.483,1,0.0,0.21,6.63,1.63,11.93,11.74,10.44,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001811,2021-03-16,Kandri,Maharashtra,Nagpur,21.4125,79.266667,174.17,143.54,0.0,16,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,30.63,17.586,1,0.0,0.21,6.63,1.63,7.86,10.76,10.38,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001812,2021-03-17,Kandri,Maharashtra,Nagpur,21.4125,79.266667,152.06,120.55,2.22,33,3.25,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,31.51,20.722,1,3.25,2.43,9.88,2.86,12.36,10.72,10.96,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001813,2021-03-18,Kandri,Maharashtra,Nagpur,21.4125,79.266667,162.56,139.31,2.35,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,23.25,14.302,1,3.25,4.57,9.88,4.88,11.19,10.47,11.45,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001814,2021-03-19,Kandri,Maharashtra,Nagpur,21.4125,79.266667,164.97,139.39,3.52,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,25.58,15.506,1,3.25,8.09,3.25,8.3,10.88,11.48,11.07,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001815,2021-03-20,Kandri,Maharashtra,Nagpur,21.4125,79.266667,184.99,150.92,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,34.07,18.417,1,0.0,5.87,3.25,8.3,9.11,10.39,10.83,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001816,2021-03-21,Kandri,Maharashtra,Nagpur,21.4125,79.266667,180.29,151.2,2.47,16,8.22,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,29.09,16.135,1,8.22,5.99,11.47,10.77,18.11,12.7,11.63,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001817,2021-03-22,Kandri,Maharashtra,Nagpur,21.4125,79.266667,161.32,131.9,2.09,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,29.42,18.237,1,8.22,4.56,11.47,12.65,17.47,14.9,12.43,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001818,2021-03-23,Kandri,Maharashtra,Nagpur,21.4125,79.266667,161.31,129.16,3.62,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,32.15,19.931,1,8.22,8.18,11.47,16.27,17.73,17.77,13.84,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001819,2021-03-24,Kandri,Maharashtra,Nagpur,21.4125,79.266667,181.14,153.62,1.08,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,27.52,15.193,1,0.0,6.79,8.22,15.13,17.05,17.42,14.51,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001820,2021-03-25,Kandri,Maharashtra,Nagpur,21.4125,79.266667,170.88,145.65,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,25.23,14.765,1,0.0,4.7,8.22,12.78,15.62,16.8,15.14,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001821,2021-03-26,Kandri,Maharashtra,Nagpur,21.4125,79.266667,203.83,168.6,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,35.23,17.284,1,0.0,1.08,8.22,9.26,14.27,15.65,15.62,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001822,2021-03-27,Kandri,Maharashtra,Nagpur,21.4125,79.266667,165.88,145.9,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,19.98,12.045,1,0.0,0.0,8.22,9.26,11.73,13.87,16.0,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001823,2021-03-28,Kandri,Maharashtra,Nagpur,21.4125,79.266667,176.42,148.64,3.17,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,27.78,15.747,1,0.0,3.17,0.0,9.96,13.2,13.07,15.3,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001824,2021-03-29,Kandri,Maharashtra,Nagpur,21.4125,79.266667,161.28,132.99,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,28.29,17.541,1,0.0,3.17,0.0,7.87,14.04,12.99,14.81,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001825,2021-03-30,Kandri,Maharashtra,Nagpur,21.4125,79.266667,175.77,154.77,1.99,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,21.0,11.947,1,0.0,5.16,0.0,6.24,12.95,13.4,14.12,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0001826,2021-03-31,Kandri,Maharashtra,Nagpur,21.4125,79.266667,157.07,132.6,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,24.47,15.579,1,0.0,1.99,0.0,5.16,11.86,12.95,13.38,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000732,2022-04-01,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,298.84,306.2,2.06,0,2.38,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,2.38,2.06,2.38,2.06,26.9,26.9,26.9,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000733,2022-04-02,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,317.25,310.2,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,7.05,2.222,1,2.38,2.06,2.38,2.06,25.35,26.12,26.12,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000734,2022-04-03,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,308.48,322.41,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,2.38,2.06,2.38,2.06,24.05,25.43,25.43,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000735,2022-04-04,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,315.55,335.85,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.0,0.0,2.38,2.06,25.28,24.89,25.4,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000736,2022-04-05,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,306.17,311.25,2.59,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.0,2.59,2.38,4.65,23.53,24.29,25.02,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000737,2022-04-06,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,306.83,296.86,1.05,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,9.97,3.249,1,0.0,3.64,2.38,5.7,23.06,23.96,24.7,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000738,2022-04-07,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,306.88,310.52,1.25,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.0,4.89,2.38,6.95,21.92,22.84,24.3,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000739,2022-04-08,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,324.61,316.78,4.2,27,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,7.83,2.412,1,0.0,6.5,0.0,9.09,21.9,22.29,23.58,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000740,2022-04-09,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,305.09,303.77,4.99,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,1.32,0.433,1,0.0,10.44,0.0,14.08,21.35,21.72,23.01,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000741,2022-04-10,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,328.39,336.36,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.0,9.19,0.0,14.08,21.07,21.44,22.59,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000742,2022-04-11,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,304.52,313.97,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.0,4.99,0.0,14.08,20.28,20.9,21.87,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000743,2022-04-12,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,263.16,266.55,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.0,0.0,0.0,11.49,18.15,19.83,21.1,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000744,2022-04-13,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,328.82,319.87,4.55,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,8.95,2.722,1,0.0,4.55,0.0,14.99,16.09,18.17,20.11,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000745,2022-04-14,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,305.69,312.86,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.0,4.55,0.0,13.74,12.15,15.46,18.71,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000746,2022-04-15,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,316.72,316.83,0.65,0,0.75,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.75,5.2,0.75,10.19,11.78,13.34,17.27,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000747,2022-04-16,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,320.03,321.2,0.09,0,6.24,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,6.99,0.74,6.99,5.29,15.81,13.25,16.48,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000748,2022-04-17,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,332.08,346.72,0.17,59,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,6.99,0.91,6.99,5.46,13.04,13.54,15.33,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000749,2022-04-18,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,335.23,343.4,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,6.24,0.26,6.99,5.46,11.79,13.55,14.12,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000750,2022-04-19,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,309.54,288.84,7.65,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,20.7,6.687,1,0.0,7.82,6.99,13.11,11.14,11.99,13.11,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000751,2022-04-20,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,289.22,272.52,5.55,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,16.7,5.774,1,0.0,13.2,6.99,14.11,10.49,11.14,12.31,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000752,2022-04-21,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,290.96,277.87,3.28,0,13.45,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,13.09,4.499,1,13.45,16.48,20.44,17.39,21.65,14.43,13.67,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000753,2022-04-22,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,294.7,296.52,1.86,0,2.8,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,16.25,10.69,22.49,18.6,24.07,18.74,15.43,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000754,2022-04-23,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,342.42,328.08,0.92,48,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,14.34,4.188,1,16.25,6.06,16.25,19.43,21.91,22.54,16.3,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000755,2022-04-24,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,238.8,240.2,0.0,0,0.09,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,2.89,2.78,16.34,19.26,20.68,22.22,17.39,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000756,2022-04-25,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,265.37,270.85,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.09,0.92,16.34,19.26,20.14,20.91,18.58,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000757,2022-04-26,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,312.47,330.42,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.09,0.0,16.34,11.61,17.0,19.27,19.42,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000758,2022-04-27,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,342.84,324.7,2.46,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,18.14,5.291,1,0.0,2.46,16.34,8.52,15.29,17.48,20.11,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000759,2022-04-28,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,286.03,287.61,1.36,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,0.0,3.82,2.89,6.6,10.9,14.4,18.57,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000760,2022-04-29,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,270.38,272.1,1.99,0,6.45,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,6.45,5.81,6.54,6.73,16.43,14.21,17.48,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0000761,2022-04-30,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,303.24,306.02,0.31,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,0.0,0.0,0,6.45,3.66,6.54,6.12,15.15,14.16,16.51,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
