"record_id","source_record_id","date","mine_name","state","district","scenario_type","action","target_rom_tonnes","actual_rom_tonnes","shortfall_tonnes","shortfall_pct","equipment_downtime_hours","downtime_3d_hours","blast_delay_minutes","rainfall_mm","rain_3d_mm","rain_7d_mm","avg_mn_grade_pct","resources_allocated","duration_hours","action_intensity","available_equipment_pct","available_pumps","labor_available_pct","stockpile_available_tonnes","quality_uplift_pct","recovered_tonnage","remaining_shortfall","action_cost","revenue_saved","net_benefit"
"M4V2-015735","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","DEWATERING","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","64.56","12.2","0.172","","10.0","","","","8.408","179.558","10121.24","11088.0","966.76"
"M4V2-015736","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","PREVENTIVE_MAINTENANCE","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","32.2","2.43","0.854","0.0","","","","","12.958","175.008","8415.72","129375.0","120959.28"
"M4V2-015737","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","PREVENTIVE_MAINTENANCE","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","16.62","16.76","0.481","0.0","","","","","13.013","174.953","11242.02","117639.0","106396.98"
"M4V2-015738","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","PREVENTIVE_MAINTENANCE","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","42.95","17.96","0.687","0.0","","","","","13.179","174.787","14167.13","202140.0","187972.87"
"M4V2-015739","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","PREVENTIVE_MAINTENANCE","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","30.59","7.9","0.586","0.0","","","","","11.757","176.209","9846.61","116118.0","106271.39"
"M4V2-015740","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","PREVENTIVE_MAINTENANCE","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","93.39","18.32","0.818","0.66","","","","","15.011","172.955","17736.59","492993.0","475256.41"
"M4V2-015741","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","CONTINGENCY_LABOR","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","46.13","4.51","0.234","","","100.0","","","11.428","176.538","3043.55","55305.0","52261.45"
"M4V2-015742","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","CONTINGENCY_LABOR","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","27.4","4.71","0.663","","","100.0","","","9.984","177.982","2397.39","51777.0","49379.61"
"M4V2-015743","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","CONTINGENCY_LABOR","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","91.78","9.72","0.704","","","99.18","","","14.995","172.971","5052.72","125667.0","120614.28"
"M4V2-015744","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","CONTINGENCY_LABOR","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","71.03","23.45","0.923","","","86.5","","","14.385","173.581","5580.19","132957.0","127376.81"
"M4V2-015745","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","CONTINGENCY_LABOR","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","76.81","8.18","0.921","","","73.71","","","12.671","175.295","4514.98","124362.0","119847.02"
"M4V2-015746","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","BLENDING","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","39.18","11.73","0.71","","","","186.97","3.783","17.7","170.266","3105.97","26896.46","23790.49"
"M4V2-015747","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","BLENDING","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","37.5","22.94","0.618","","","","237.88","3.983","19.286","168.68","3805.55","50944.08","47138.53"
"M4V2-015748","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","BLENDING","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","98.0","12.81","0.783","","","","258.99","3.861","24.04","163.926","4756.7","111023.23","106266.53"
"M4V2-015749","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","BLENDING","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","82.27","7.58","0.555","","","","294.14","1.893","16.334","171.632","4038.15","85563.06","81524.91"
"M4V2-015750","SEVERE-0046","SYNTH-SEVERE-0046","Kandri","Maharashtra","Nagpur","synthetic_severe","BLENDING","876.32","688.36","187.966","21.4494","8.41","26.33","25.0","2.77","9.1","15.05","30.517","62.13","3.44","0.212","","","","283.72","2.346","17.416","170.55","3168.65","28132.3","24963.65"
"M4V2-015751","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","REROUTE_FLEET","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","69.81","20.3","0.873","79.37","","","","","19.026","246.957","8238.4","265131.0","256892.6"
"M4V2-015752","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","REROUTE_FLEET","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","37.97","6.65","0.216","76.05","","","","","14.749","251.234","4786.36","74655.0","69868.64"
"M4V2-015753","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","REROUTE_FLEET","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","80.41","13.61","0.697","64.74","","","","","15.478","250.505","7679.0","217116.0","209437.0"
"M4V2-015754","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","REROUTE_FLEET","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","11.76","12.91","0.973","81.26","","","","","16.101","249.882","4683.08","148581.0","143897.92"
"M4V2-015755","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","REROUTE_FLEET","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","92.59","1.33","0.971","85.71","","","","","15.835","250.148","6334.64","178650.0","172315.36"
"M4V2-015756","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","DEWATERING","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","67.13","15.28","0.878","","9.0","","","","25.602","240.381","10910.68","233802.0","222891.32"
"M4V2-015757","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","DEWATERING","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","15.52","13.46","0.644","","3.0","","","","15.891","250.092","7389.35","78399.0","71009.65"
"M4V2-015758","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","DEWATERING","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","68.93","19.91","0.277","","4.0","","","","20.927","245.056","11959.86","144990.0","133030.14"
"M4V2-015759","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","DEWATERING","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","78.04","21.49","0.611","","6.0","","","","23.043","242.94","13073.35","225072.0","211998.65"
"M4V2-015760","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","DEWATERING","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","33.0","3.01","0.56","","3.0","","","","13.653","252.33","5969.92","52317.0","46347.08"
"M4V2-015761","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","PREVENTIVE_MAINTENANCE","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","13.89","14.72","0.697","64.52","","","","","15.415","250.568","10613.59","90216.0","79602.41"
"M4V2-015762","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","PREVENTIVE_MAINTENANCE","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","91.85","15.97","0.233","54.71","","","","","19.096","246.887","16885.01","110322.0","93436.99"
"M4V2-015763","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","PREVENTIVE_MAINTENANCE","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","45.18","3.19","0.856","66.59","","","","","15.039","250.944","9400.08","85572.0","76171.92"
"M4V2-015764","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","PREVENTIVE_MAINTENANCE","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","69.62","9.86","0.873","62.01","","","","","17.686","248.297","13491.92","132309.0","118817.08"
"M4V2-015765","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","PREVENTIVE_MAINTENANCE","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","72.84","18.2","0.144","55.56","","","","","16.043","249.94","16762.98","98001.0","81238.02"
"M4V2-015766","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","CONTINGENCY_LABOR","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","89.53","12.77","0.963","","","73.84","","","21.168","244.815","5277.2","383994.0","378716.8"
"M4V2-015767","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","CONTINGENCY_LABOR","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","39.75","1.13","0.928","","","66.85","","","17.505","248.478","2577.64","130959.0","128381.36"
"M4V2-015768","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","CONTINGENCY_LABOR","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","98.12","9.89","0.168","","","80.19","","","23.754","242.229","5302.33","180936.0","175633.67"
"M4V2-015769","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","CONTINGENCY_LABOR","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","34.66","13.43","0.134","","","77.95","","","16.474","249.509","3459.99","104571.0","101111.01"
"M4V2-015770","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","CONTINGENCY_LABOR","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","50.55","9.43","0.521","","","65.15","","","20.45","245.533","3552.13","150777.0","147224.87"
"M4V2-015771","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","BLENDING","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","6.63","13.83","0.716","","","","442.19","4.601","31.417","234.566","2470.13","154620.56","152150.43"
"M4V2-015772","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","BLENDING","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","93.41","15.87","0.486","","","","393.53","2.785","33.75","232.233","4871.3","269824.3","264953.0"
"M4V2-015773","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","BLENDING","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","63.22","17.21","0.934","","","","252.14","4.75","34.984","230.999","4043.72","114935.12","110891.4"
"M4V2-015774","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","BLENDING","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","91.4","14.25","0.761","","","","325.51","4.802","33.077","232.906","4563.59","275270.0","270706.41"
"M4V2-015775","SEVERE-0047","SYNTH-SEVERE-0047","Chikla","Maharashtra","Bhandara","synthetic_severe","BLENDING","887.24","621.26","265.983","29.9787","3.13","9.28","89.0","21.71","55.14","85.7","31.261","61.32","14.64","0.254","","","","258.67","4.129","23.403","242.58","3955.88","71140.04","67184.16"
"M4V2-015776","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","REROUTE_FLEET","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","44.99","23.32","0.335","67.57","","","","","8.564","215.371","7536.58","36981.0","29444.42"
"M4V2-015777","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","REROUTE_FLEET","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","53.82","23.95","0.773","96.02","","","","","11.557","212.378","7866.4","74196.0","66329.6"
"M4V2-015778","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","REROUTE_FLEET","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","93.65","4.14","0.527","84.36","","","","","10.009","213.926","6795.82","52200.0","45404.18"
"M4V2-015779","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","REROUTE_FLEET","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","64.61","6.36","0.259","87.3","","","","","7.146","216.789","5960.31","40050.0","34089.69"
"M4V2-015780","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","REROUTE_FLEET","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","67.99","23.22","0.984","88.88","","","","","11.026","212.909","8495.04","87705.0","79209.96"
"M4V2-015781","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","DEWATERING","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","10.62","6.16","0.696","","8.0","","","","29.854","194.081","5554.49","467406.0","461851.51"
"M4V2-015782","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","DEWATERING","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","26.49","5.76","0.808","","9.0","","","","27.527","196.408","6562.74","554373.0","547810.26"
"M4V2-015783","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","DEWATERING","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","73.78","13.37","0.79","","8.0","","","","35.543","188.392","11110.17","818883.0","807772.83"
"M4V2-015784","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","DEWATERING","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","95.24","14.16","0.28","","4.0","","","","33.724","190.211","12344.49","477252.0","464907.51"
"M4V2-015785","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","DEWATERING","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","12.93","22.35","0.861","","1.0","","","","34.909","189.026","9262.02","376902.0","367639.98"
"M4V2-015786","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","PREVENTIVE_MAINTENANCE","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","98.2","4.55","0.959","72.06","","","","","12.921","211.014","14419.57","57906.0","43486.43"
"M4V2-015787","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","PREVENTIVE_MAINTENANCE","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","34.6","9.05","0.882","76.1","","","","","12.951","210.984","10176.73","37206.0","27029.27"
"M4V2-015788","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","PREVENTIVE_MAINTENANCE","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","61.64","7.7","0.695","65.37","","","","","13.17","210.765","12133.57","45864.0","33730.43"
"M4V2-015789","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","PREVENTIVE_MAINTENANCE","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","43.25","9.26","0.549","62.88","","","","","11.665","212.27","11497.99","32310.0","20812.01"
"M4V2-015790","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","PREVENTIVE_MAINTENANCE","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","80.3","8.58","0.868","88.82","","","","","13.624","210.311","13794.07","75105.0","61310.93"
"M4V2-015791","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","CONTINGENCY_LABOR","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","16.24","19.94","0.239","","","64.86","","","10.642","213.293","3339.64","24372.0","21032.36"
"M4V2-015792","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","CONTINGENCY_LABOR","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","88.8","11.97","0.218","","","58.1","","","15.029","208.906","5174.05","41040.0","35865.95"
"M4V2-015793","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","CONTINGENCY_LABOR","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","30.04","10.01","0.965","","","41.6","","","12.645","211.29","2958.06","34227.0","31268.94"
"M4V2-015794","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","CONTINGENCY_LABOR","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","72.69","17.77","0.42","","","65.0","","","13.155","210.78","5186.64","66591.0","61404.36"
"M4V2-015795","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","CONTINGENCY_LABOR","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","14.23","11.56","0.267","","","32.17","","","9.214","214.721","2528.53","14796.0","12267.47"
"M4V2-015796","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","BLENDING","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","88.77","20.77","1.0","","","","289.75","5.585","31.855","192.08","5080.09","224986.65","219906.56"
"M4V2-015797","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","BLENDING","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","94.98","5.64","0.355","","","","285.98","2.616","21.892","202.043","4357.69","54924.33","50566.64"
"M4V2-015798","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","BLENDING","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","28.21","3.28","0.908","","","","137.33","4.161","18.906","205.029","2417.46","10525.23","8107.77"
"M4V2-015799","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","BLENDING","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","85.6","3.96","0.217","","","","337.51","1.483","22.706","201.229","4004.65","60078.54","56073.89"
"M4V2-015800","SEVERE-0048","SYNTH-SEVERE-0048","Kandri","Maharashtra","Nagpur","synthetic_severe","BLENDING","656.92","432.98","223.935","34.0887","1.9","5.71","2.0","56.68","180.71","346.12","28.285","37.68","16.85","0.665","","","","175.09","4.976","17.074","206.861","3466.36","37179.23","33712.87"
"M4V2-015801","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","REROUTE_FLEET","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","87.4","17.64","0.692","100.0","","","","","29.236","369.731","8480.91","811296.0","802815.09"
"M4V2-015802","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","REROUTE_FLEET","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","77.67","8.33","0.718","92.51","","","","","26.762","372.205","6729.37","669555.0","662825.63"
"M4V2-015803","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","REROUTE_FLEET","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","99.85","23.55","0.148","100.0","","","","","29.187","369.78","9886.69","580095.0","570208.31"
"M4V2-015804","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","REROUTE_FLEET","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","9.91","6.32","0.508","100.0","","","","","17.355","381.612","3449.37","280332.0","276882.63"
"M4V2-015805","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","REROUTE_FLEET","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","6.21","12.57","0.634","83.81","","","","","20.035","378.932","4088.23","294516.0","290427.77"
"M4V2-015806","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","DEWATERING","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","49.14","9.56","0.502","","5.0","","","","19.271","379.696","8426.53","14040.0","5613.47"
"M4V2-015807","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","DEWATERING","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","97.85","6.84","0.855","","1.0","","","","22.623","376.344","10956.24","11376.0","419.76"
"M4V2-015808","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","DEWATERING","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","95.28","5.69","0.655","","6.0","","","","21.845","377.122","10560.38","17937.0","7376.62"
"M4V2-015809","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","DEWATERING","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","40.47","10.41","0.266","","6.0","","","","14.501","384.466","8223.01","10377.0","2153.99"
"M4V2-015810","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","DEWATERING","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","70.22","23.51","0.78","","1.0","","","","23.348","375.619","12916.21","18567.0","5650.79"
"M4V2-015811","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","PREVENTIVE_MAINTENANCE","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","23.91","6.55","0.578","93.72","","","","","18.284","380.683","9070.4","7281.0","-1789.4"
"M4V2-015812","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","PREVENTIVE_MAINTENANCE","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","83.91","15.61","0.17","96.01","","","","","25.65","373.317","16684.7","12825.0","-3859.7"
"M4V2-015813","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","PREVENTIVE_MAINTENANCE","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","24.31","20.63","0.754","91.68","","","","","23.783","375.184","13030.48","10989.0","-2041.48"
"M4V2-015814","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","PREVENTIVE_MAINTENANCE","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","61.16","7.72","0.86","99.39","","","","","23.515","375.452","12669.74","10170.0","-2499.74"
"M4V2-015815","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","PREVENTIVE_MAINTENANCE","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","30.31","2.73","0.227","98.16","","","","","16.978","381.989","8561.02","3861.0","-4700.02"
"M4V2-015816","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","CONTINGENCY_LABOR","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","23.38","19.05","0.259","","","94.42","","","36.554","362.413","3579.98","372510.0","368930.02"
"M4V2-015817","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","CONTINGENCY_LABOR","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","33.22","21.71","0.318","","","89.24","","","35.504","363.463","4103.74","366795.0","362691.26"
"M4V2-015818","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","CONTINGENCY_LABOR","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","70.48","6.0","0.588","","","93.39","","","43.148","355.819","3990.37","348831.0","344840.63"
"M4V2-015819","SEVERE-0049","SYNTH-SEVERE-0049","Chikla","Maharashtra","Bhandara","synthetic_severe","CONTINGENCY_LABOR","1677.08","1278.11","398.967","23.7894","0.33","0.64","145.0","0.5","1.51","2.95","30.008","9.51","21.0","0.654","","","81.6","","","37.772","361.195","3221.01","403911.0","400689.99"
