record_id,mine_name,state,district,mine_latitude,mine_longitude,coordinate_quality,lithology,from_m,to_m,thickness_m,specific_gravity,area_m2,chemistry_schema,mn_pct,mno_pct,mno2_pct,fe2o3_pct,sio2_pct,p2o5_pct,tio2_pct,al2o3_pct,cao_pct,mgo_pct,ai_pct,s2_b4,s2_b8,s2_b11,s2_b12,aster_b4,aster_b5,aster_b6,aster_b7,aster_b8,aster_b9,data_status
GEO-000193,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,78.79,79.9,1.11,3.406,359.59,HIVRA_STYLE,40.06,51.6,,8.16,23.75,1.581,0.296,7.01,2.48,2.44,,0.072215,0.14032,0.080284,0.023029,0.105761,0.073787,0.074038,0.066769,0.071217,0.076817,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000194,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,68.1,69.42,1.32,3.421,479.53,HIVRA_STYLE,40.17,51.83,,15.61,13.75,0.678,0.448,8.46,1.69,2.13,,0.075279,0.123572,0.12706,0.098223,0.108052,0.070847,0.136663,0.114001,0.145074,0.082502,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000195,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,5.28,6.3,1.02,3.421,472.53,MANDRI_STYLE,20.35,,5.97,30.35,42.51,0.624,,,,,7.49,0.136592,0.164029,0.15395,0.120601,0.156353,0.129507,0.137991,0.133228,0.143183,0.119336,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000196,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,53.97,55.05,1.09,3.397,174.92,HIVRA_STYLE,22.23,28.49,,9.37,39.64,1.858,0.454,7.59,3.64,2.23,,0.122312,0.174883,0.167628,0.088283,0.109747,0.134453,0.171255,0.125636,0.124457,0.100321,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000197,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,31.64,32.97,1.33,3.505,328.07,HIVRA_STYLE,24.4,31.84,,8.72,36.14,1.718,0.318,8.23,3.91,1.28,,0.170862,0.209901,0.156452,0.151837,0.159349,0.130956,0.182599,0.166894,0.178917,0.14563,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000198,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,47.49,49.08,1.58,3.468,176.75,MANDRI_STYLE,20.84,,13.72,8.04,48.91,1.141,,,,,8.4,0.152934,0.225066,0.162516,0.142282,0.145284,0.20612,0.192125,0.187873,0.202167,0.186197,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000199,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,70.67,71.68,1.02,3.428,353.87,MANDRI_STYLE,25.56,,13.47,20.0,49.72,0.551,,,,,8.84,0.162425,0.237861,0.18569,0.173643,0.192451,0.190273,0.201791,0.193016,0.17844,0.170016,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000200,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,49.09,50.08,0.99,3.423,267.15,HIVRA_STYLE,35.78,46.47,,6.01,31.75,0.39,0.288,8.13,4.08,1.75,,0.132604,0.144172,0.135606,0.086778,0.139483,0.076764,0.136038,0.146758,0.123599,0.103357,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000201,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,160.27,161.5,1.23,3.427,161.83,HIVRA_STYLE,25.54,32.89,,12.37,36.69,2.159,0.325,7.62,2.51,2.21,,0.096315,0.160687,0.118464,0.111884,0.10252,0.124077,0.103996,0.107824,0.151186,0.131089,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000202,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,47.9,49.11,1.2,3.376,159.39,HIVRA_STYLE,9.97,13.12,,8.69,49.75,2.737,0.499,11.04,4.21,3.02,,0.189323,0.283463,0.245153,0.200693,0.199899,0.237329,0.228476,0.201596,0.198553,0.215961,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000203,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,103.98,106.17,2.19,3.409,94.19,HIVRA_STYLE,30.11,39.19,,6.97,35.35,0.388,0.23,3.87,3.8,2.31,,0.095462,0.145118,0.066086,0.084145,0.109942,0.088727,0.111482,0.10635,0.068524,0.095004,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000204,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,74.33,76.08,1.75,3.414,135.76,MANDRI_STYLE,11.18,,1.7,29.97,42.04,0.585,,,,,17.28,0.106945,0.13173,0.090382,0.092319,0.095617,0.099452,0.128087,0.102333,0.080282,0.078552,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000205,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,37.16,38.23,1.07,3.393,133.32,HIVRA_STYLE,17.64,22.62,,12.78,40.92,1.543,0.308,9.48,3.65,3.35,,0.131945,0.158342,0.145005,0.097665,0.127912,0.134387,0.124255,0.06735,0.095245,0.119736,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000206,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,160.71,162.83,2.12,3.392,161.52,MANDRI_STYLE,16.07,,3.58,18.62,30.87,1.573,,,,,20.13,0.159642,0.211243,0.191191,0.161837,0.179239,0.215882,0.207183,0.188531,0.210837,0.193292,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000207,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,53.57,54.77,1.19,3.449,423.87,HIVRA_STYLE,24.41,31.4,,5.55,43.82,0.871,0.304,7.8,2.91,2.54,,0.112043,0.127218,0.125097,0.106057,0.103804,0.092974,0.111946,0.100733,0.111414,0.115371,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000208,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,138.85,139.88,1.03,3.454,486.02,HIVRA_STYLE,25.3,32.74,,13.62,35.97,0.57,0.336,6.78,2.99,1.79,,0.135809,0.271776,0.206911,0.149312,0.18393,0.146993,0.183727,0.207008,0.176574,0.190415,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000209,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,20.76,21.73,0.97,3.43,370.36,MANDRI_STYLE,30.51,,2.28,8.74,13.58,1.401,,,,,5.36,0.175025,0.250371,0.248444,0.177203,0.190514,0.229512,0.240513,0.188528,0.239428,0.187815,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000210,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,77.17,78.21,1.04,3.432,200.7,HIVRA_STYLE,14.35,18.61,,16.14,39.28,2.346,0.324,9.13,4.01,2.47,,0.070568,0.125013,0.12098,0.094167,0.134507,0.085536,0.11535,0.073765,0.100237,0.095948,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000211,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,25.79,27.63,1.84,3.527,222.14,HIVRA_STYLE,30.04,38.88,,4.75,35.65,0.665,0.317,8.07,1.76,2.19,,0.084716,0.184985,0.139346,0.086776,0.122357,0.114895,0.151615,0.131034,0.143553,0.121968,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000212,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,16.04,17.33,1.29,3.424,124.03,MANDRI_STYLE,17.53,,12.41,28.16,39.38,0.419,,,,,14.63,0.138848,0.171834,0.134863,0.072606,0.123215,0.121678,0.126216,0.082246,0.138553,0.100076,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000213,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,35.51,36.76,1.26,3.419,185.93,MANDRI_STYLE,19.26,,0.49,25.92,36.82,3.33,,,,,15.03,0.091221,0.143684,0.113256,0.081167,0.096678,0.094784,0.113563,0.120175,0.129596,0.109586,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000214,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,75.25,77.11,1.86,3.48,102.11,HIVRA_STYLE,31.47,40.19,,8.86,33.12,0.701,0.468,8.75,3.84,2.6,,0.108992,0.1161,0.077987,0.080278,0.094581,0.052021,0.116268,0.084504,0.102133,0.088168,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000215,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,129.85,132.91,3.06,3.419,449.19,HIVRA_STYLE,32.51,41.79,,10.24,22.77,0.673,0.357,10.18,2.76,3.37,,0.140308,0.217107,0.197609,0.183421,0.187369,0.142789,0.185006,0.151365,0.188144,0.141755,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000216,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,70.96,72.4,1.44,3.439,118.24,HIVRA_STYLE,25.22,32.58,,2.5,50.79,0.744,0.249,5.28,2.69,1.73,,0.070183,0.131688,0.104119,0.011675,0.072764,0.064432,0.08223,0.0568,0.084787,0.08895,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000217,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,47.0,48.26,1.26,3.395,171.83,MANDRI_STYLE,13.52,,3.06,15.53,62.03,1.138,,,,,15.17,0.034084,0.106479,0.053352,0.048459,0.045421,0.058265,0.069875,0.081626,0.060296,0.060761,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000218,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,250.0,251.09,1.09,3.371,125.06,MANDRI_STYLE,24.24,,10.73,11.9,49.47,1.416,,,,,9.6,0.059905,0.131171,0.120251,0.072845,0.075873,0.077025,0.073386,0.088604,0.078402,0.068205,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000219,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,57.55,59.55,2.0,3.47,311.64,HIVRA_STYLE,29.14,37.9,,9.42,34.49,1.366,0.408,8.73,4.98,1.31,,0.081494,0.133064,0.11781,0.086689,0.103504,0.097605,0.093898,0.084766,0.104337,0.093764,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000220,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,104.18,106.2,2.02,3.368,468.44,MANDRI_STYLE,27.39,,18.06,26.59,30.61,0.801,,,,,9.8,0.153935,0.225443,0.211044,0.15099,0.161481,0.159792,0.206562,0.174592,0.225626,0.174379,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000221,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,59.69,60.54,0.85,3.435,211.08,MANDRI_STYLE,24.89,,14.29,10.87,56.82,0.379,,,,,15.95,0.094394,0.175353,0.139111,0.099497,0.097127,0.112558,0.134481,0.074754,0.114873,0.104455,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000222,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,58.02,58.55,0.52,3.525,195.5,MANDRI_STYLE,17.98,,10.59,29.79,39.81,1.16,,,,,17.81,0.182933,0.245876,0.226943,0.179734,0.208121,0.177426,0.227661,0.187786,0.21436,0.178048,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000223,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,8.12,14.15,6.03,3.65,157.32,HIVRA_STYLE,37.08,48.02,,9.96,25.09,0.681,0.225,8.47,3.25,1.89,,0.092583,0.127345,0.097658,0.085209,0.133078,0.093581,0.10631,0.079164,0.152071,0.097206,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000224,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,19.04,20.12,1.08,3.47,186.58,HIVRA_STYLE,42.76,55.54,,7.33,23.99,0.551,0.32,6.45,1.29,1.01,,0.098099,0.121286,0.095311,0.088443,0.135706,0.075541,0.081955,0.093939,0.145443,0.105421,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000225,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,60.07,61.84,1.77,3.68,118.25,HIVRA_STYLE,9.5,12.32,,13.69,54.38,0.672,0.612,9.68,3.69,2.18,,0.19207,0.217725,0.173864,0.186915,0.200528,0.192482,0.185847,0.165261,0.187617,0.197392,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000226,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,83.04,84.31,1.28,3.668,162.65,HIVRA_STYLE,35.89,46.4,,9.25,29.8,0.372,0.343,6.4,3.99,2.35,,0.17077,0.193006,0.192545,0.131087,0.179991,0.165332,0.187226,0.183559,0.200652,0.140379,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000227,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,13.13,14.99,1.86,3.425,334.13,HIVRA_STYLE,38.83,50.52,,4.45,25.93,0.662,0.398,7.6,2.32,1.88,,0.099555,0.209376,0.150584,0.138711,0.138807,0.152667,0.165565,0.110338,0.175796,0.11917,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000228,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,33.09,35.95,2.86,3.412,293.16,HIVRA_STYLE,24.56,31.75,,11.92,31.56,0.752,0.369,9.66,3.83,2.53,,0.171702,0.242205,0.204613,0.160917,0.191453,0.143967,0.190306,0.159325,0.193479,0.153913,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000229,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,25.37,25.84,0.47,3.403,267.68,HIVRA_STYLE,12.06,15.79,,10.2,51.27,0.408,0.436,9.16,4.31,4.03,,0.163283,0.270083,0.15973,0.15346,0.210656,0.191616,0.178101,0.1748,0.19782,0.166632,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000230,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,44.86,46.69,1.82,3.634,104.56,HIVRA_STYLE,14.13,18.25,,14.0,38.89,1.887,0.401,12.11,2.99,3.55,,0.120673,0.201685,0.181474,0.134085,0.174673,0.129898,0.144368,0.141178,0.186716,0.160943,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000231,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,38.48,43.6,5.12,3.658,234.69,MANDRI_STYLE,16.48,,2.3,12.18,43.55,1.315,,,,,12.09,0.092559,0.157893,0.136713,0.097188,0.130102,0.117581,0.160088,0.079866,0.113109,0.06444,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000232,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,63.65,66.01,2.36,3.485,291.25,MANDRI_STYLE,15.3,,2.91,29.73,38.45,1.556,,,,,16.24,0.109474,0.180726,0.124522,0.08334,0.107476,0.116722,0.121499,0.105391,0.149076,0.111423,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000233,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,84.39,90.37,5.98,3.417,305.65,HIVRA_STYLE,40.48,52.76,,2.91,27.24,0.496,0.312,7.48,3.29,1.96,,0.126619,0.148802,0.143055,0.097794,0.161505,0.081926,0.17912,0.092286,0.127452,0.136002,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000234,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,121.82,123.17,1.35,3.668,203.4,HIVRA_STYLE,42.95,55.29,,8.9,21.54,0.773,0.394,3.46,1.85,2.75,,0.203447,0.326725,0.240986,0.161291,0.245424,0.220668,0.269603,0.227344,0.275804,0.220993,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000235,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,16.16,16.62,0.46,3.473,467.03,HIVRA_STYLE,23.92,31.35,,13.48,36.1,1.157,0.371,9.85,2.3,2.49,,0.115702,0.174437,0.148937,0.090411,0.146113,0.107566,0.134384,0.138042,0.156569,0.091214,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000236,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,59.87,60.87,1.0,3.404,132.94,HIVRA_STYLE,33.05,42.86,,8.24,30.74,1.047,0.233,7.2,2.37,2.06,,0.08659,0.122494,0.138905,0.063684,0.082256,0.095319,0.107768,0.110053,0.088313,0.101468,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000237,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,16.59,17.05,0.46,3.432,125.53,HIVRA_STYLE,31.55,40.79,,10.87,33.69,0.715,0.1,5.28,3.67,2.53,,0.174754,0.172822,0.13498,0.120792,0.171476,0.120743,0.2027,0.133887,0.17373,0.156485,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000238,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,69.07,71.97,2.9,3.426,159.35,HIVRA_STYLE,31.96,41.14,,10.99,34.77,0.592,0.234,5.06,3.34,1.76,,0.10039,0.096447,0.139463,0.077321,0.129618,0.119893,0.132374,0.086034,0.183619,0.131923,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000239,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,40.68,42.75,2.07,3.374,84.61,HIVRA_STYLE,11.45,14.97,,7.24,58.04,3.483,0.336,8.8,3.73,1.72,,0.133807,0.232826,0.108598,0.129199,0.143965,0.144007,0.133862,0.130884,0.153997,0.196083,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000240,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,71.1,71.6,0.5,3.44,327.28,HIVRA_STYLE,24.22,31.6,,5.49,40.53,2.563,0.293,10.42,5.2,2.6,,0.113486,0.17046,0.152814,0.091803,0.147123,0.147384,0.141383,0.101146,0.136581,0.10599,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000241,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,56.1,57.22,1.12,3.441,494.61,MANDRI_STYLE,35.72,,10.62,12.55,14.72,1.116,,,,,2.99,0.076708,0.127373,0.094421,0.052187,0.102033,0.073603,0.111153,0.078159,0.10251,0.054639,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000242,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,150.77,151.87,1.1,3.506,149.74,HIVRA_STYLE,33.75,43.75,,5.8,32.78,1.081,0.308,8.51,3.92,1.77,,0.061936,0.136277,0.079632,0.03135,0.094114,0.032794,0.052797,0.05029,0.058563,0.05797,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000243,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,65.61,66.84,1.23,3.435,474.43,HIVRA_STYLE,29.76,38.2,,6.22,36.61,0.809,0.491,5.31,2.98,2.6,,0.125202,0.188822,0.170577,0.144997,0.196477,0.140519,0.18725,0.122586,0.165076,0.183025,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000244,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,13.53,15.53,2.0,3.362,238.9,HIVRA_STYLE,21.61,27.91,,7.13,47.9,1.169,0.366,6.09,2.1,3.2,,0.157145,0.213151,0.199001,0.140606,0.182949,0.169463,0.179588,0.148236,0.1682,0.136326,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000245,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,19.22,19.75,0.52,3.405,136.36,MANDRI_STYLE,32.56,,14.14,6.29,23.63,0.786,,,,,9.55,0.081561,0.162098,0.126462,0.109015,0.08163,0.124524,0.144666,0.098691,0.100961,0.082489,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000246,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,122.8,123.91,1.11,3.451,338.27,HIVRA_STYLE,21.75,28.44,,10.9,37.39,1.577,0.434,7.05,3.64,3.13,,0.074577,0.121883,0.12021,0.066764,0.095009,0.08275,0.114286,0.118702,0.114871,0.097561,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000247,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,114.77,115.91,1.14,3.463,100.09,HIVRA_STYLE,15.07,19.41,,10.83,53.64,0.368,0.307,6.79,3.8,2.03,,0.082189,0.136356,0.138744,0.107064,0.112899,0.111163,0.109333,0.086748,0.117741,0.079988,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000248,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,153.78,160.24,6.46,3.38,188.56,HIVRA_STYLE,23.01,29.93,,7.14,46.53,1.273,0.372,7.14,4.18,1.7,,0.178656,0.277959,0.195586,0.170608,0.219419,0.173085,0.179685,0.163593,0.210615,0.220309,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000249,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,37.86,39.0,1.14,3.631,95.21,HIVRA_STYLE,38.62,49.64,,9.3,27.84,0.481,0.352,3.0,3.0,3.2,,0.176221,0.221665,0.204665,0.111714,0.208958,0.183625,0.216812,0.187656,0.240765,0.184796,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000250,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,22.65,23.15,0.5,3.423,161.04,HIVRA_STYLE,44.79,58.19,,5.41,17.31,0.293,0.392,6.54,2.86,1.31,,0.174576,0.242824,0.193973,0.125326,0.18323,0.164871,0.198875,0.136866,0.184118,0.149609,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000251,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,24.03,29.47,5.43,3.661,130.99,HIVRA_STYLE,42.26,54.55,,10.08,18.47,0.785,0.375,7.15,2.35,1.94,,0.044494,0.061537,0.061994,0.030127,0.061565,0.060267,0.072017,0.036538,0.057023,0.049331,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000252,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,18.44,19.62,1.18,3.64,226.16,MANDRI_STYLE,31.35,,11.51,20.12,11.91,2.111,,,,,9.86,0.111164,0.207667,0.156772,0.104898,0.143665,0.105647,0.164616,0.144121,0.151952,0.144747,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000253,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,79.69,80.97,1.28,3.663,116.68,MANDRI_STYLE,23.05,,6.75,17.06,30.49,0.701,,,,,10.3,0.092073,0.160051,0.155155,0.124439,0.171867,0.120394,0.127405,0.118314,0.150429,0.133299,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000254,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,17.17,18.18,1.01,3.425,235.52,MANDRI_STYLE,16.37,,9.49,30.47,33.38,0.88,,,,,16.3,0.106805,0.132974,0.110267,0.054812,0.089326,0.101896,0.101101,0.098117,0.092968,0.064754,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000255,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,91.68,92.79,1.11,3.646,330.83,MANDRI_STYLE,26.3,,7.14,25.1,55.87,1.227,,,,,16.83,0.158291,0.206987,0.187753,0.114903,0.168826,0.163692,0.154242,0.18224,0.154112,0.137189,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000256,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,71.76,73.04,1.27,3.395,174.2,MANDRI_STYLE,27.19,,17.8,8.86,29.8,0.313,,,,,1.9,0.154207,0.220243,0.206974,0.147427,0.197348,0.151659,0.174523,0.121245,0.18932,0.144738,SYNTHETIC_SCHEMA_FAITHFUL
